"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.437241306E2,1.642649841E1,4.194134521E1,2.030519867E1
4.437340876E2,1.635752869E1,4.195590210E1,2.017309570E1
4.437440456E2,1.628968811E1,4.208102417E1,2.028436279E1
4.437540036E2,1.649705505E1,4.211666107E1,2.029532623E1
4.437639616E2,1.650419617E1,4.193637085E1,2.027881622E1
4.437739186E2,1.634208679E1,4.196888733E1,2.070626831E1
4.437838766E2,1.641437531E1,4.217704773E1,2.070707703E1
4.437938346E2,1.642004395E1,4.192330170E1,2.045521545E1
4.438037926E2,1.643041229E1,4.209149170E1,2.057369995E1
4.438137496E2,1.635844421E1,4.214315033E1,2.072383881E1
4.438237076E2,1.649230957E1,4.197254181E1,2.034082031E1
4.438336656E2,1.623335266E1,4.189793396E1,2.033765411E1
4.438436236E2,1.624072266E1,4.189596558E1,2.055191040E1
4.438535806E2,1.614170837E1,4.200342560E1,2.023027802E1
4.438635386E2,1.596601868E1,4.212843323E1,2.053593445E1
4.438734966E2,1.600461578E1,4.215370941E1,2.075033569E1
4.438834546E2,1.618335724E1,4.214104462E1,2.087039185E1
4.438934116E2,1.631426239E1,4.216836548E1,2.064144897E1
4.439033696E2,1.606319427E1,4.219426727E1,2.052938843E1
4.439133276E2,1.629919434E1,4.192971802E1,2.058572388E1
4.439232856E2,1.615393829E1,4.206094360E1,2.054515839E1
4.439332426E2,1.577324677E1,4.206817627E1,2.069862366E1
4.439432006E2,1.576087952E1,4.204674530E1,2.095037842E1
4.439531586E2,1.598408508E1,4.213611603E1,2.066715240E1
4.439631166E2,1.584860992E1,4.199043274E1,2.078603363E1
4.439730736E2,1.600453186E1,4.193859100E1,2.044610596E1
4.439830316E2,1.596326447E1,4.187808228E1,2.075030518E1
4.439929896E2,1.604047394E1,4.213629150E1,2.067605591E1
4.440029466E2,1.616085815E1,4.207411957E1,2.053524780E1
4.440129046E2,1.639511871E1,4.198268890E1,2.023696899E1
4.440228626E2,1.614022064E1,4.198284912E1,2.065619659E1
4.440328206E2,1.599961090E1,4.201096344E1,2.074806213E1
4.440427776E2,1.630113983E1,4.188993073E1,2.109997559E1
4.440527356E2,1.607867432E1,4.204741669E1,2.107529449E1
4.440626936E2,1.619692993E1,4.205716705E1,2.054033661E1
4.440726516E2,1.600816345E1,4.194118500E1,2.079216003E1
4.440826086E2,1.611320496E1,4.200707245E1,2.057238770E1
4.440925666E2,1.611373138E1,4.208081055E1,2.080052185E1
4.441025246E2,1.599270630E1,4.207071686E1,2.068608093E1
4.441124826E2,1.606179810E1,4.191042328E1,2.093580627E1
4.441224396E2,1.595652008E1,4.200321198E1,2.073765564E1
4.441323976E2,1.610172272E1,4.199720764E1,2.096588898E1
4.441423556E2,1.609970093E1,4.211725616E1,2.066557312E1
4.441523136E2,1.619385529E1,4.205922699E1,2.078715515E1
4.441622706E2,1.657853699E1,4.202455902E1,2.070011139E1
4.441722286E2,1.646181488E1,4.200756073E1,2.079900360E1
4.441821866E2,1.634880066E1,4.190267181E1,2.069499207E1
4.441921447E2,1.605701447E1,4.190525055E1,2.026771545E1
4.442021017E2,1.608400726E1,4.213139343E1,2.065888214E1
4.442120597E2,1.604214478E1,4.225851440E1,2.085984802E1
4.442220177E2,1.581806946E1,4.204755402E1,2.079477692E1
4.442319757E2,1.623309326E1,4.195154572E1,2.076853180E1
4.442419327E2,1.603018951E1,4.192435455E1,2.075933838E1
4.442518907E2,1.573393250E1,4.211694336E1,2.074218750E1
4.442618487E2,1.587511444E1,4.221385956E1,2.071810913E1
4.442718067E2,1.600714111E1,4.216645050E1,2.074737549E1
4.442817637E2,1.592862701E1,4.201717377E1,2.065323639E1
4.442917217E2,1.572572327E1,4.191324615E1,2.099961853E1
4.443016797E2,1.582060242E1,4.171548462E1,2.104190826E1
4.443116377E2,1.576156616E1,4.183763885E1,2.085566711E1
4.443215947E2,1.598790741E1,4.198303986E1,2.088394928E1
4.443315527E2,1.594854736E1,4.192856598E1,2.085134125E1
4.443415107E2,1.593285370E1,4.191810608E1,2.080204773E1
4.443514687E2,1.589021301E1,4.201624298E1,2.072364807E1
4.443614257E2,1.587550354E1,4.198099518E1,2.102899933E1
4.443713837E2,1.599924469E1,4.193816376E1,2.131039429E1
4.443813417E2,1.614743042E1,4.185031128E1,2.099901581E1
4.443912997E2,1.591207886E1,4.188658142E1,2.102948761E1
4.444012567E2,1.608044434E1,4.187764740E1,2.075426483E1
4.444112147E2,1.605073547E1,4.189493561E1,2.088420105E1
4.444211727E2,1.613206482E1,4.175183868E1,2.077174377E1
4.444311307E2,1.614099884E1,4.176147461E1,2.098055267E1
4.444410877E2,1.631440735E1,4.200183868E1,2.094227600E1
4.444510457E2,1.627020264E1,4.177095795E1,2.073777771E1
4.444610037E2,1.634546661E1,4.179095459E1,2.055832672E1
4.444709607E2,1.623619843E1,4.197145844E1,2.059351349E1
4.444809187E2,1.629334259E1,4.187335968E1,2.071721649E1
4.444908767E2,1.664524078E1,4.208287048E1,2.064219666E1
4.445008347E2,1.663482666E1,4.197554016E1,2.055587006E1
4.445107917E2,1.656462097E1,4.207832336E1,2.049347687E1
4.445207497E2,1.666997528E1,4.189578247E1,2.044929504E1
4.445307077E2,1.646859741E1,4.197039032E1,2.079820251E1
4.445406657E2,1.629236603E1,4.197607422E1,2.070373535E1
4.445506227E2,1.633349609E1,4.191371918E1,2.074879456E1
4.445605807E2,1.603061676E1,4.204885101E1,2.066294861E1
4.445705387E2,1.626831055E1,4.205641937E1,2.072359467E1
4.445804967E2,1.635076141E1,4.180828857E1,2.050038910E1
4.445904537E2,1.652196503E1,4.181137085E1,2.068537903E1
4.446004117E2,1.646990967E1,4.194358826E1,2.087675476E1
4.446103697E2,1.642193604E1,4.182553864E1,2.054920959E1
4.446203277E2,1.628903198E1,4.179762268E1,2.068877411E1
4.446302847E2,1.643292999E1,4.162156677E1,2.110514832E1
4.446402427E2,1.630545044E1,4.174154663E1,2.105528259E1
4.446502007E2,1.606292725E1,4.188138580E1,2.080742645E1
4.446601587E2,1.590775299E1,4.206771851E1,2.071931458E1
4.446701157E2,1.603739929E1,4.223671722E1,2.067330170E1
4.446800737E2,1.593656158E1,4.225362396E1,2.084142303E1
4.446900317E2,1.600359344E1,4.219886017E1,2.071319580E1
4.446999897E2,1.593714905E1,4.210599518E1,2.093744659E1
4.447099467E2,1.587110901E1,4.211973572E1,2.103585815E1
4.447199047E2,1.585026550E1,4.207822418E1,2.112923431E1
4.447298627E2,1.585904694E1,4.211354828E1,2.115334320E1
4.447398207E2,1.588861847E1,4.207234192E1,2.120244598E1
4.447497777E2,1.577786255E1,4.195423889E1,2.148552704E1
4.447597357E2,1.561778259E1,4.201882172E1,2.143199921E1
4.447696937E2,1.575539398E1,4.188958740E1,2.108692932E1
4.447796517E2,1.560912323E1,4.205254364E1,2.103189850E1
4.447896087E2,1.541350555E1,4.213048553E1,2.117548370E1
4.447995667E2,1.545537567E1,4.208045959E1,2.153395844E1
4.448095247E2,1.536502075E1,4.212744904E1,2.150513458E1
4.448194827E2,1.544822693E1,4.232870483E1,2.139329529E1
4.448294397E2,1.548783875E1,4.227481079E1,2.145281982E1
4.448393977E2,1.552171326E1,4.187877655E1,2.121378326E1
4.448493557E2,1.538793945E1,4.181398773E1,2.141162109E1
4.448593137E2,1.509712982E1,4.195076752E1,2.132006836E1
4.448692707E2,1.521395111E1,4.210342407E1,2.154952240E1
4.448792287E2,1.506359100E1,4.189470673E1,2.150080109E1
4.448891867E2,1.519057465E1,4.203417969E1,2.164833832E1
