"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.414762006E2,9.701325989E-1,-9.780211945E0,6.686595154E-1
3.414861576E2,9.771679688E-1,-9.737101593E0,6.788383484E-1
3.414961156E2,1.015937347E0,-9.713600464E0,6.890171814E-1
3.415060736E2,1.018332367E0,-9.711804199E0,6.929090881E-1
3.415160316E2,1.022523651E0,-9.727222137E0,7.047344971E-1
3.415259886E2,1.023421783E0,-9.725276184E0,7.238946533E-1
3.415359466E2,1.023571472E0,-9.701475677E0,7.342231750E-1
3.415459046E2,1.029559021E0,-9.683812408E0,7.185058594E-1
3.415558626E2,1.022224274E0,-9.701176300E0,7.071295166E-1
3.415658206E2,1.063987427E0,-9.745783539E0,7.047344971E-1
3.415757776E2,1.045575714E0,-9.781259766E0,6.842271423E-1
3.415857356E2,1.095571747E0,-9.782008209E0,6.593788147E-1
3.415956936E2,1.074914703E0,-9.756261749E0,6.363267517E-1
3.416056516E2,1.063987427E0,-9.718989258E0,6.099815369E-1
3.416156086E2,1.073118439E0,-9.717642059E0,5.990542603E-1
3.416255666E2,1.042881317E0,-9.713001709E0,6.158193970E-1
3.416355246E2,1.044228516E0,-9.704170074E0,6.114784241E-1
3.416454826E2,1.044378204E0,-9.670340424E0,6.259982300E-1
3.416554396E2,1.091081085E0,-9.664203186E0,6.051914978E-1
3.416653976E2,1.082548828E0,-9.664203186E0,6.015989685E-1
3.416753556E2,1.132245483E0,-9.681267700E0,5.923182678E-1
3.416853136E2,1.068178711E0,-9.676926727E0,6.065386963E-1
3.416952716E2,1.071771240E0,-9.673783264E0,5.993536377E-1
3.417052286E2,9.915380859E-1,-9.677076416E0,5.860313416E-1
3.417151866E2,1.007854156E0,-9.717492371E0,5.950126648E-1
3.417251446E2,9.861492920E-1,-9.730814667E0,6.092330933E-1
3.417351026E2,1.049018555E0,-9.706714783E0,6.114784241E-1
3.417450596E2,1.048868866E0,-9.656868439E0,5.960604858E-1
3.417550176E2,1.040037231E0,-9.612111511E0,5.578898621E-1
3.417649756E2,1.007554779E0,-9.648036804E0,5.355862427E-1
3.417749336E2,1.050665131E0,-9.752968597E0,5.442681885E-1
3.417848916E2,1.071920929E0,-9.862989807E0,5.369334412E-1
3.417948486E2,1.106349335E0,-9.923164673E0,4.927752686E-1
3.418048066E2,1.130149841E0,-9.930349731E0,4.607418823E-1
3.418147646E2,1.106049957E0,-9.832752686E0,4.351451111E-1
3.418247226E2,1.064436493E0,-9.706116028E0,4.122427368E-1
3.418346796E2,1.002165985E0,-9.601932678E0,4.269122314E-1
3.418446376E2,9.376501465E-1,-9.544302521E0,4.523593140E-1
3.418545956E2,9.107061768E-1,-9.532177734E0,5.275030518E-1
3.418645536E2,9.072633362E-1,-9.563762054E0,6.047424316E-1
3.418745116E2,9.286688232E-1,-9.606872406E0,6.744973755E-1
3.418844686E2,9.581575012E-1,-9.667795715E0,7.321275330E-1
3.418944266E2,9.964778137E-1,-9.696236572E0,7.726931763E-1
3.419043846E2,1.034349060E0,-9.704170074E0,8.060737610E-1
3.419143426E2,1.056203613E0,-9.717043304E0,7.702981567E-1
3.419242996E2,1.030307465E0,-9.741592255E0,7.695497131E-1
3.419342576E2,1.064436493E0,-9.771829376E0,7.170089722E-1
3.419442156E2,1.049916687E0,-9.788145447E0,6.897656250E-1
3.419541736E2,1.131796417E0,-9.795480194E0,6.643185425E-1
3.419641306E2,1.157842255E0,-9.766290894E0,6.866221619E-1
3.419740886E2,1.225052490E0,-9.751771088E0,7.177574158E-1
3.419840466E2,1.242865448E0,-9.725425873E0,7.131170654E-1
3.419940046E2,1.263223114E0,-9.702673187E0,6.947053528E-1
3.420039626E2,1.265767822E0,-9.670939178E0,6.834786987E-1
3.420139196E2,1.229393463E0,-9.655670929E0,6.800358582E-1
3.420238776E2,1.198258209E0,-9.624835052E0,6.477030945E-1
3.420338356E2,1.148112488E0,-9.592502289E0,6.023474121E-1
3.420437936E2,1.142574005E0,-9.598639526E0,6.259982300E-1
3.420537506E2,1.105002136E0,-9.594747620E0,6.301895142E-1
3.420637086E2,1.052162018E0,-9.644743652E0,6.218069458E-1
3.420736666E2,1.007255402E0,-9.704469452E0,6.575825500E-1
3.420836249E2,9.704319763E-1,-9.731263733E0,6.969506836E-1
3.420935829E2,9.231303406E-1,-9.758507080E0,7.460485840E-1
3.421035399E2,8.818162537E-1,-9.810748444E0,7.864645386E-1
3.421134979E2,8.839118958E-1,-9.836943970E0,7.744894409E-1
3.421234559E2,8.789721680E-1,-9.807305603E0,7.685018921E-1
3.421334139E2,9.122030640E-1,-9.760303345E0,7.454498291E-1
3.421433709E2,8.695417786E-1,-9.703870697E0,7.328759766E-1
3.421533289E2,8.759783936E-1,-9.674382019E0,6.652166748E-1
3.421632869E2,8.800199890E-1,-9.660460968E0,6.758445740E-1
3.421732449E2,9.354048157E-1,-9.706415405E0,6.670129395E-1
3.421832029E2,9.722282410E-1,-9.699978790E0,6.692582703E-1
3.421931599E2,1.048270111E0,-9.687554626E0,6.807843018E-1
3.422031179E2,1.045126648E0,-9.649533691E0,6.595285034E-1
3.422130759E2,1.082548828E0,-9.675579529E0,6.827302551E-1
3.422230339E2,1.058149567E0,-9.675878906E0,6.896159363E-1
3.422329909E2,1.069376221E0,-9.711055756E0,6.800358582E-1
3.422429489E2,1.080453186E0,-9.703271942E0,7.020401001E-1
