"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.038453417E0,3.199666405E1,3.396895599E1,-2.286834717E0
3.048411417E0,3.224735260E1,3.380284119E1,-1.241470337E0
3.058369417E0,3.254586411E1,3.356764221E1,-8.887634277E-1
3.068327417E0,3.251306152E1,3.344380951E1,1.024169922E-1
3.078284417E0,3.276865768E1,3.336164093E1,6.360626221E-1
3.088242417E0,3.283280945E1,3.320518494E1,7.949066162E-1
3.098200417E0,3.304862976E1,3.337724304E1,8.892364502E-1
3.108158417E0,3.281319046E1,3.333155823E1,1.094604492E0
3.118116417E0,3.282793427E1,3.297766113E1,1.804321289E0
3.128074417E0,3.287286758E1,3.302327728E1,1.824234009E0
3.138031417E0,3.312249756E1,3.298429871E1,2.133468628E0
3.147989417E0,3.300334930E1,3.304323578E1,2.308868408E0
3.157947417E0,3.303619766E1,3.294566345E1,2.482101440E0
3.167905417E0,3.310943604E1,3.292777252E1,2.804641724E0
3.177863417E0,3.321696472E1,3.299866486E1,2.927276611E0
3.187821417E0,3.299737549E1,3.277633667E1,3.008605957E0
3.197779417E0,3.293699646E1,3.298639679E1,3.377822876E0
3.207736417E0,3.312855911E1,3.313903046E1,3.648208618E0
3.217694417E0,3.306732559E1,3.303381348E1,3.510299683E0
3.227652417E0,3.303823090E1,3.286519623E1,3.681671143E0
3.237610417E0,3.295132065E1,3.270083618E1,3.735504150E0
3.247568417E0,3.305152893E1,3.249674225E1,3.482879639E0
3.257526417E0,3.305593872E1,3.254297638E1,3.147796631E0
3.267483417E0,3.305593872E1,3.254297638E1,3.147796631E0
3.277441417E0,3.312083054E1,3.277472687E1,2.974212646E0
3.287399417E0,3.309388733E1,3.273973846E1,3.120483398E0
3.297357417E0,3.300870514E1,3.280613708E1,3.017700195E0
3.307315417E0,3.319044876E1,3.286680603E1,3.023040771E0
3.317273417E0,3.308853149E1,3.263322449E1,2.813842773E0
3.327230417E0,3.272203445E1,3.288077545E1,3.069305420E0
3.337188417E0,3.289591217E1,3.285936737E1,3.017639160E0
3.347146417E0,3.287768555E1,3.284339905E1,2.905899048E0
3.357104417E0,3.276626587E1,3.289043427E1,2.742309570E0
3.367062417E0,3.289034271E1,3.299338531E1,3.257934570E0
3.377020417E0,3.306236267E1,3.299139404E1,3.602737427E0
3.386977417E0,3.296992493E1,3.299028015E1,3.761871338E0
3.396935417E0,3.310840225E1,3.309286499E1,3.759704590E0
3.406893417E0,3.301112366E1,3.299909973E1,3.849365234E0
3.416851417E0,3.301445007E1,3.304739380E1,4.264602661E0
3.426809417E0,3.293669128E1,3.300963593E1,3.980453491E0
3.436767417E0,3.263654327E1,3.311106110E1,3.947860718E0
3.446725417E0,3.275350189E1,3.309262085E1,4.289794922E0
3.456682417E0,3.283082199E1,3.296777344E1,4.193969727E0
3.466640417E0,3.261788177E1,3.287118530E1,4.359146118E0
3.476598417E0,3.248001862E1,3.282933044E1,3.994903564E0
3.486556417E0,3.263580322E1,3.271699524E1,3.931289673E0
3.496514417E0,3.275730896E1,3.269039154E1,3.878128052E0
3.506472417E0,3.284119415E1,3.270012665E1,4.013732910E0
3.516429417E0,3.252471924E1,3.287088013E1,4.023651123E0
3.526387417E0,3.243519592E1,3.302382660E1,3.934387207E0
3.536345417E0,3.275598145E1,3.298441315E1,3.954421997E0
3.546303417E0,3.288429642E1,3.314157867E1,3.779541016E0
3.556261417E0,3.293291092E1,3.320161438E1,3.920715332E0
3.566219417E0,3.267922974E1,3.303067017E1,3.961257935E0
3.576177417E0,3.275021362E1,3.302003479E1,4.070510864E0
3.586134417E0,3.285244751E1,3.294953918E1,4.270538330E0
3.596092417E0,3.263891602E1,3.270638275E1,4.272125244E0
3.606050417E0,3.274623871E1,3.293964386E1,4.287796021E0
3.616008417E0,3.258660889E1,3.291725922E1,4.320266724E0
3.625966417E0,3.278443527E1,3.290592194E1,4.464691162E0
3.635924417E0,3.275395966E1,3.272109985E1,4.606674194E0
3.645881417E0,3.266043091E1,3.295037079E1,4.733108521E0
3.655839417E0,3.276800537E1,3.290161133E1,4.796875000E0
3.665797417E0,3.265509033E1,3.283801270E1,4.742584229E0
3.675755417E0,3.279616547E1,3.266001892E1,5.067535400E0
3.685713417E0,3.287889099E1,3.283720398E1,4.918121338E0
3.695671417E0,3.275293732E1,3.292686462E1,4.598114014E0
3.705628417E0,3.295322800E1,3.293021393E1,4.975250244E0
3.715586417E0,3.274365234E1,3.299544525E1,4.736740112E0
3.725544417E0,3.297635651E1,3.271626282E1,4.837921143E0
3.735502417E0,3.292257690E1,3.285929871E1,4.736129761E0
3.745460417E0,3.304029083E1,3.289046478E1,4.582519531E0
3.755418417E0,3.293864441E1,3.300443268E1,4.506454468E0
3.765376417E0,3.305435944E1,3.281992340E1,4.044982910E0
3.775333417E0,3.290560913E1,3.271802521E1,4.267242432E0
3.785291417E0,3.276416016E1,3.287471008E1,4.623474121E0
3.795249417E0,3.289144897E1,3.284570312E1,4.460937500E0
3.805207417E0,3.308736420E1,3.285585785E1,4.647033691E0
3.815165417E0,3.269333267E1,3.272810364E1,4.612548828E0
3.825123417E0,3.275561523E1,3.290067291E1,4.412399292E0
3.835080417E0,3.276110077E1,3.291373444E1,4.563690186E0
3.845038417E0,3.272090912E1,3.268622589E1,4.636398315E0
3.854996417E0,3.231839752E1,3.283511353E1,4.657440186E0
3.864954417E0,3.262400436E1,3.309737396E1,4.958465576E0
3.874912417E0,3.275519180E1,3.305443573E1,5.237243652E0
3.884870667E0,3.295082092E1,3.318256378E1,5.025512695E0
3.894828667E0,3.277412415E1,3.314416504E1,5.289886475E0
3.904785667E0,3.285063934E1,3.297542572E1,5.536148071E0
3.914743667E0,3.278689575E1,3.309763336E1,5.353546143E0
3.924701667E0,3.263549805E1,3.299416351E1,5.570648193E0
3.934659667E0,3.279737854E1,3.305304718E1,5.975677490E0
3.944617667E0,3.295866013E1,3.294881439E1,5.966339111E0
3.954575667E0,3.291259384E1,3.300822449E1,5.657409668E0
3.964532667E0,3.272782898E1,3.310247040E1,5.508285522E0
3.974490667E0,3.293648529E1,3.299159241E1,5.328506470E0
3.984448667E0,3.272734833E1,3.297704315E1,5.283233643E0
3.994406667E0,3.256325150E1,3.280778503E1,5.307220459E0
4.004364667E0,3.268375778E1,3.309447479E1,5.108596802E0
4.014322667E0,3.282892990E1,3.317038727E1,4.588729858E0
4.024279667E0,3.281992340E1,3.305867004E1,4.647827148E0
4.034237667E0,3.269933701E1,3.312268066E1,4.260742188E0
4.044195667E0,3.260409546E1,3.323333740E1,3.972503662E0
4.054153667E0,3.257579803E1,3.308568573E1,4.005325317E0
4.064111667E0,3.249397278E1,3.336152649E1,3.894149780E0
4.074069667E0,3.242431641E1,3.310530853E1,3.316055298E0
4.084027667E0,3.266312408E1,3.325943756E1,2.901321411E0
4.093984667E0,3.270945358E1,3.296552277E1,2.832031250E0
4.103942667E0,3.265633392E1,3.282074738E1,2.903259277E0
4.113900667E0,3.276034546E1,3.286773682E1,3.651168823E0
4.123858667E0,3.264434814E1,3.303017426E1,3.714828491E0
4.133816667E0,3.278826141E1,3.298701477E1,3.957855225E0
4.143774667E0,3.275361633E1,3.295034027E1,4.175567627E0
4.153731667E0,3.260587692E1,3.288332367E1,4.306320190E0
4.163689667E0,3.253665924E1,3.307470703E1,4.335937500E0
4.173647667E0,3.269422150E1,3.291027832E1,4.362792969E0
4.183605667E0,3.256101608E1,3.297150421E1,4.358520508E0
