"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.098328783E0,7.964342833E-3,6.159018874E-1,-3.373146057E-2
6.116223317E0,2.496272326E-3,6.158978343E-1,-1.942920685E-2
6.134117667E0,1.769492030E-2,6.052575707E-1,-1.308345795E-2
6.152009149E0,2.928057313E-2,5.924875140E-1,-1.907253265E-2
6.169903437E0,-7.846146822E-3,5.782060623E-1,-2.207565308E-2
6.187794796E0,-9.219974279E-3,5.810771585E-1,-3.859329224E-2
6.205680662E0,1.430791616E-2,5.811787248E-1,-3.774356842E-2
6.223586548E0,-3.261011839E-2,5.829715133E-1,-1.674079895E-2
6.241480958E0,-6.260365248E-3,5.840912461E-1,-2.214908600E-2
6.259378422E0,-1.514747739E-2,5.878847837E-1,-3.752517700E-2
6.277269537E0,2.580344677E-3,5.718547106E-1,-1.754665375E-2
6.295163948E0,-4.807710648E-4,5.698065758E-1,-4.888439178E-2
6.313058298E0,-6.084164977E-2,5.784173012E-1,-3.501701355E-2
6.330952586E0,-3.312975168E-3,5.921649337E-1,-1.865196228E-2
6.348835156E0,-6.459742785E-3,5.901768208E-1,-2.935123444E-2
6.366744948E0,1.698243618E-2,6.003543139E-1,-2.269363403E-2
6.384635636E0,-3.787118196E-2,5.942167640E-1,-3.571510315E-2
6.402517658E0,-6.001797318E-2,5.881050825E-1,-3.961944580E-2
6.420424519E0,-3.417408466E-2,5.870082378E-1,-1.229953766E-2
6.438320761E0,2.089285851E-2,5.816489458E-1,4.053115845E-4
6.456213036E0,-1.357406378E-3,5.640236139E-1,-3.659248352E-3
6.474107386E0,1.767814159E-3,5.655522943E-1,-1.950359344E-2
6.492001980E0,-4.540029168E-2,5.725773573E-1,-3.424072266E-2
6.509896146E0,-2.083238959E-2,5.886269808E-1,-4.669094086E-2
6.527790497E0,-2.337253094E-2,6.037254930E-1,-5.794525146E-3
6.545687716E0,1.159396768E-2,5.909158587E-1,4.148483276E-4
6.563576511E0,1.913064718E-2,5.657430887E-1,-2.067470551E-2
6.581473607E0,-6.797552109E-3,5.723628402E-1,-3.299140930E-2
6.599368140E0,-4.829123616E-2,5.722655654E-1,-6.041145325E-2
6.617265420E0,-3.118094802E-2,5.909924507E-1,-3.812122345E-2
6.635156658E0,1.424181461E-2,5.961408615E-1,-8.641242981E-3
6.653047712E0,1.837167144E-2,5.881337523E-1,-2.244091034E-2
6.670945540E0,2.150979638E-2,5.745983720E-1,-3.343296051E-2
6.688829087E0,-4.318138957E-2,5.641524792E-1,-4.758358002E-2
6.706725513E0,-4.331186414E-2,5.709323883E-1,-4.113006592E-2
6.724628346E0,1.737952232E-3,5.714940429E-1,-3.095817566E-2
6.742525321E0,4.211458564E-2,5.777479410E-1,-1.724720001E-2
6.760417229E0,4.506170750E-3,5.777032375E-1,-2.832698822E-2
6.778316096E0,-1.194834709E-2,5.789609551E-1,-3.640460968E-2
6.796206295E0,-3.651052713E-2,5.743027925E-1,-3.887939453E-2
