"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.843417941E0,1.037908792E0,-2.911586761E-1,-5.247902870E-1
5.861312350E0,3.687174916E-1,2.796840668E-1,-1.426742077E-1
5.879206760E0,1.176582575E-1,2.314491272E-1,-1.360129118E0
5.897101291E0,-1.882141829E-1,5.586481094E-1,-1.865654469E0
5.914995639E0,7.708537579E-2,2.602958679E-2,-5.853974819E-1
5.932878268E0,2.820998430E-1,-5.824747086E-1,1.036194563E0
5.950784518E0,3.812144995E-1,-3.921022415E-1,1.361000538E0
5.968678744E0,4.126331806E-1,-2.741250992E-1,6.625351906E-1
5.986574985E0,3.689802885E-1,1.868429184E-1,5.117821693E-2
6.004467746E0,1.168179512E-1,6.050815582E-1,-1.784892082E-1
6.022362094E0,-1.116950512E-1,8.454475403E-1,2.579903603E-2
6.040256625E0,-4.593468904E-1,1.044180870E0,2.699823380E-1
6.058150668E0,-4.530496597E-1,1.193816662E0,-3.830265999E-2
6.076045016E0,-1.880794764E-1,1.416839123E0,-5.366022587E-1
6.093940463E0,-8.836555481E-2,1.476565361E0,-6.405105591E-1
6.111822543E0,-6.096410751E-2,1.306481838E0,-4.556550980E-1
6.129725497E0,-2.768000364E-1,1.050477982E0,-5.555319786E-1
6.147625766E0,-2.699004412E-1,1.127671242E0,-8.303344250E-1
6.165517368E0,3.626298904E-2,1.115954876E0,-8.894433975E-1
6.183411655E0,1.342966557E-1,8.183517456E-1,-9.532227516E-1
6.201305942E0,2.382478714E-1,6.189870834E-1,-1.159446001E0
6.219200229E0,5.495014191E-1,5.702667236E-1,-1.484176159E0
6.237082980E0,7.861145735E-1,5.894079208E-1,-1.458661795E0
6.254989108E0,7.027474642E-1,2.854347229E-1,-1.292898893E0
6.272880587E0,9.728983641E-1,3.754692078E-1,-1.667307377E0
6.290778110E0,1.473891377E0,4.320535660E-1,-1.928418875E0
6.308675571E0,1.818887115E0,3.531265259E-1,-1.586920738E0
6.326569369E0,1.814789295E0,2.488327026E-1,-1.515961885E0
6.344461215E0,1.626481175E0,2.819070816E-1,-2.127757549E0
6.362355441E0,1.382188082E0,7.150325775E-1,-2.252328396E0
6.380249543E0,9.989455938E-1,1.329573631E0,-1.898286581E0
6.398147373E0,9.009782076E-1,1.436835289E0,-1.556147337E0
6.416041782E0,1.130512238E0,1.683526039E0,-3.749871254E-1
6.433929477E0,8.027479649E-1,1.257524014E0,1.473050117E0
6.451816013E0,-3.966832161E-1,-1.276331902E0,2.297304153E0
6.469722019E0,-6.787556410E-1,-3.647601128E0,1.397025824E0
6.487619480E0,7.368091345E-1,-3.906821251E0,-4.185273647E0
6.505511020E0,1.138207674E0,-2.504566193E0,-3.481657267E0
6.523406345E0,1.021301746E-2,-1.640605927E-2,3.946681023E-1
6.541299594E0,-9.089368582E-1,1.256634712E0,2.110476017E0
6.559193942E0,-1.078982949E0,1.764151573E0,2.850816488E0
6.577088718E0,-1.309070110E0,1.164895058E0,3.046345234E0
6.594971286E0,-1.522048473E0,3.528099060E-1,3.194663525E0
6.612877475E0,-1.132904291E0,1.926422119E-4,2.417866707E0
6.630771823E0,-2.599328458E-1,-1.677818298E-1,9.569507837E-1
6.648666293E0,8.055051565E-1,5.418300629E-2,6.642434597E-1
6.666560519E0,1.170650482E0,8.971214294E-2,9.788560867E-1
6.684437594E0,9.516516924E-1,9.247398376E-2,1.101185083E0
6.702349338E0,4.000399411E-1,2.017784119E-2,5.528309345E-1
6.720243625E0,4.901103973E-1,7.867527008E-2,1.070140600E-1
6.738138217E0,8.440250754E-1,4.776906967E-1,-3.676558733E-1
6.756032504E0,1.003037930E0,8.693418503E-1,-5.858811140E-1
6.773926730E0,1.118127346E0,1.109212875E0,-6.299693584E-1
6.791809604E0,1.148004651E0,1.116117477E0,-4.839868546E-1
6.809712619E0,1.234106064E0,8.662586212E-1,2.089372873E-1
6.827613254E0,1.421483994E0,6.421346664E-1,6.338852644E-1
6.845504611E0,1.543242216E0,5.506477356E-1,3.085763454E-1
6.863399203E0,1.435378075E0,5.206680298E-1,-1.396525204E-1
6.881293430E0,1.064100504E0,4.049768448E-1,-8.016903996E-1
6.899187778E0,8.421154022E-1,-4.195213318E-3,-1.452484965E0
6.917082309E0,2.897532582E-1,-1.728858948E-1,-2.349527121E0
6.934976596E0,-2.254476994E-1,-2.856683731E-1,-2.980852365E0
6.952856479E0,-3.849720657E-1,-2.855176926E-1,-2.667744160E0
6.970753696E0,4.450789690E-1,-6.713981628E-1,-2.010867596E0
6.988649325E0,1.309447646E0,-7.491645813E-1,-1.302714944E0
7.006557041E0,2.011203527E0,-1.000560760E0,-1.135058880E0
7.024448764E0,2.598938942E0,-1.014277458E0,-1.595882416E0
7.042343051E0,2.883472443E0,-9.358329773E-1,-2.015047550E0
7.060237582E0,2.808461428E0,-1.886064529E0,-1.706293344E0
7.078132114E0,2.397079468E0,-3.967011452E0,-1.030348539E0
7.096026706E0,1.355720639E0,-4.620911598E0,-8.893525600E-1
7.113920932E0,1.488217711E-2,-3.319846153E0,-3.497073054E-1
7.131803561E0,-2.209615707E0,-6.077909470E-1,1.923999906E0
7.149706515E0,-1.171136618E0,1.507511139E0,6.566023827E-1
