"Time (s)","Temperature (°C)"
2.501666089E1,2.594140625E1
2.503456678E1,2.596875000E1
2.505245795E1,2.596875000E1
2.507034937E1,2.601562500E1
2.508823792E1,2.593359375E1
2.510613208E1,2.599218750E1
2.512402320E1,2.596875000E1
2.514191449E1,2.600000000E1
2.515980597E1,2.595703125E1
2.517769727E1,2.595703125E1
2.519559131E1,2.599218750E1
2.521347943E1,2.597656250E1
2.523137079E1,2.596875000E1
2.524926221E1,2.595703125E1
2.526715058E1,2.598437500E1
2.528504486E1,2.599218750E1
2.530293897E1,2.599218750E1
2.532082727E1,2.596875000E1
2.533872461E1,2.597656250E1
2.535661005E1,2.600000000E1
2.537450116E1,2.598437500E1
2.539239252E1,2.597656250E1
2.541027173E1,2.594921875E1
2.542817505E1,2.597656250E1
2.544606641E1,2.600000000E1
2.546394544E1,2.594921875E1
2.548184876E1,2.596875000E1
2.549973999E1,2.597656250E1
2.551763147E1,2.594921875E1
2.553551996E1,2.596875000E1
2.555341706E1,2.599218750E1
2.557130542E1,2.599218750E1
2.558919348E1,2.601562500E1
2.560709107E1,2.598437500E1
2.562497925E1,2.597656250E1
2.564287036E1,2.598437500E1
2.566076190E1,2.599218750E1
2.567865546E1,2.594921875E1
2.569654444E1,2.594921875E1
2.571443555E1,2.595703125E1
2.573232691E1,2.593359375E1
2.575020630E1,2.593359375E1
2.576810632E1,2.592187500E1
2.578600067E1,2.596093750E1
2.580389490E1,2.600781250E1
2.582178314E1,2.596875000E1
2.583967481E1,2.597656250E1
2.585756586E1,2.594921875E1
2.587545728E1,2.601562500E1
2.589334833E1,2.597656250E1
2.591123950E1,2.597656250E1
2.592911920E1,2.596875000E1
2.594702545E1,2.594921875E1
2.596491352E1,2.600000000E1
2.598280493E1,2.599218750E1
2.600068079E1,2.599218750E1
2.601858765E1,2.600000000E1
2.603647870E1,2.596875000E1
2.605437030E1,2.601562500E1
2.607225550E1,2.597656250E1
2.609014038E1,2.603125000E1
2.610804389E1,2.597656250E1
2.612593524E1,2.600781250E1
2.614382636E1,2.596875000E1
2.616171778E1,2.601562500E1
2.617960907E1,2.600781250E1
2.619750019E1,2.600000000E1
2.621539185E1,2.600000000E1
2.623328296E1,2.601562500E1
2.625117401E1,2.597656250E1
2.626905432E1,2.600000000E1
2.628695978E1,2.597656250E1
2.630484815E1,2.599218750E1
2.632273920E1,2.594921875E1
2.634063080E1,2.599218750E1
2.635852198E1,2.597656250E1
2.637641333E1,2.598437500E1
2.639430585E1,2.598437500E1
2.641219580E1,2.600781250E1
2.643007495E1,2.598437500E1
2.644797553E1,2.599218750E1
2.646585517E1,2.596875000E1
2.648376068E1,2.599218750E1
2.650164032E1,2.598437500E1
2.651954370E1,2.597656250E1
2.653743738E1,2.596875000E1
2.655531616E1,2.594921875E1
2.657321747E1,2.601562500E1
2.659110791E1,2.597656250E1
2.660899115E1,2.599218750E1
2.662689136E1,2.596875000E1
2.664478272E1,2.599218750E1
2.666267383E1,2.596875000E1
2.668056513E1,2.596875000E1
2.669845636E1,2.598437500E1
2.671634760E1,2.598437500E1
2.673423926E1,2.599218750E1
2.675213031E1,2.595703125E1
2.677000684E1,2.600000000E1
2.678791016E1,2.600781250E1
2.680580738E1,2.598437500E1
2.682369525E1,2.595703125E1
2.684158393E1,2.598437500E1
2.685947797E1,2.598437500E1
2.687736939E1,2.599218750E1
2.689526044E1,2.599218750E1
2.691315210E1,2.599218750E1
2.693104315E1,2.600000000E1
2.694893018E1,2.600000000E1
2.696681598E1,2.603125000E1
2.698470508E1,2.600781250E1
2.700259949E1,2.597656250E1
2.702048755E1,2.601562500E1
2.703839356E1,2.595703125E1
2.705628199E1,2.600000000E1
2.707417353E1,2.599218750E1
2.709205005E1,2.601562500E1
2.710995581E1,2.600781250E1
2.712784510E1,2.597656250E1
2.714573859E1,2.600781250E1
2.716362964E1,2.600000000E1
2.718152124E1,2.595703125E1
2.719941181E1,2.602343750E1
2.721730103E1,2.597656250E1
2.723519501E1,2.594921875E1
2.725308710E1,2.599218750E1
2.727096289E1,2.600781250E1
2.728886542E1,2.602343750E1
2.730675726E1,2.599218750E1
2.732465155E1,2.600781250E1
2.734254267E1,2.598437500E1
2.736043402E1,2.596875000E1
2.737832776E1,2.598437500E1
2.739621649E1,2.600000000E1
2.741410797E1,2.597656250E1
2.743199903E1,2.601562500E1
2.744989044E1,2.597656250E1
